,zip,category
0,90001.0,1.6294416243654823
1,90002.0,1.6199095022624435
2,90003.0,1.5646757053865885
3,90004.0,2.1197411003236244
4,90005.0,1.9514195583596214
5,90006.0,1.6488483268144285
6,90007.0,1.6759112519809827
7,90008.0,2.262632978723404
8,90010.0,2.8518518518518516
9,90011.0,1.551238591916558
10,90012.0,2.3508030431107354
11,90013.0,2.668918918918919
12,90014.0,2.681948424068768
13,90015.0,2.315606936416185
14,90016.0,2.050915587315766
15,90017.0,2.199165797705944
16,90018.0,1.8749433620299047
17,90019.0,2.210670314637483
18,90020.0,2.013835085777532
19,90021.0,2.5217391304347827
20,90022.0,1.7795815295815296
21,90023.0,1.6932380428807037
22,90024.0,3.34699272967614
23,90025.0,3.1915723761217323
24,90026.0,2.2453484705140334
25,90027.0,2.596121416526138
26,90028.0,2.0844793713163066
27,90029.0,1.8888888888888888
28,90031.0,1.8843373493975903
29,90032.0,2.077116935483871
30,90033.0,1.6879910213243547
31,90034.0,2.6567989590110606
32,90035.0,2.9842744817726947
33,90036.0,3.0170630816959667
34,90037.0,1.5735772357723576
35,90038.0,1.981968444778362
36,90039.0,2.7757009345794392
37,90040.0,1.9964476021314388
38,90041.0,2.727342549923195
39,90042.0,2.2898286547575646
40,90043.0,2.2212264150943395
41,90044.0,1.6601413811854269
42,90045.0,3.2570043103448274
43,90046.0,2.8410938654841096
44,90047.0,2.0294365012615643
45,90048.0,3.2063492063492065
46,90049.0,3.8109289617486337
47,90056.0,3.0807860262008733
48,90057.0,1.6473616473616473
49,90058.0,1.7972972972972974
50,90059.0,1.686512758201701
51,90061.0,1.7054329371816639
52,90062.0,1.7864547339322736
53,90063.0,1.7909048288795124
54,90064.0,3.3963414634146343
55,90065.0,2.429971988795518
56,90066.0,2.9564138908575477
57,90067.0,4.247023809523809
58,90068.0,3.122852233676976
59,90069.0,3.2654275092936804
60,90077.0,4.042394014962594
61,90094.0,3.9029535864978904
62,90201.0,1.7265066394279878
63,90210.0,3.9114857744994733
64,90211.0,3.3097014925373136
65,90212.0,3.411290322580645
66,90220.0,1.8615806304248514
67,90221.0,1.7652134423251589
68,90222.0,1.7879256965944272
69,90230.0,2.9881546134663344
70,90232.0,3.032258064516129
71,90240.0,2.5857497928748963
72,90241.0,2.3410516160154367
73,90242.0,2.241255144032922
74,90245.0,3.368310598111228
75,90247.0,2.122936576889661
76,90248.0,2.423698384201077
77,90249.0,2.2759134973900075
78,90250.0,2.168036529680365
79,90254.0,3.726235741444867
80,90255.0,1.7396411092985318
81,90260.0,2.1487179487179486
82,90262.0,1.825357142857143
83,90265.0,3.5135135135135136
84,90266.0,3.967570754716981
85,90270.0,1.744916820702403
86,90272.0,3.990503323836657
87,90274.0,3.984375
88,90275.0,3.749871067560598
89,90277.0,3.4844818516570224
90,90278.0,3.4283589489340605
91,90280.0,1.899901864573111
92,90290.0,3.2525252525252526
93,90291.0,3.1472045293701343
94,90292.0,3.62979683972912
95,90293.0,3.4574616457461644
96,90301.0,1.8771719592570402
97,90302.0,2.036101083032491
98,90303.0,1.9175965665236052
99,90304.0,1.7869565217391303
100,90305.0,2.545568039950062
101,90401.0,3.1755555555555555
102,90402.0,3.9501845018450186
103,90403.0,3.4571428571428573
104,90404.0,2.851363236587511
105,90405.0,3.319344262295082
106,90501.0,2.533169533169533
107,90502.0,2.5531674208144794
108,90503.0,3.171764705882353
109,90504.0,2.7299226650803092
110,90505.0,3.2079596412556053
111,90601.0,2.6305483028720626
112,90602.0,2.304147465437788
113,90603.0,2.9908350305498983
114,90604.0,2.488512035010941
115,90605.0,2.3776939655172415
116,90606.0,2.245956873315364
117,90620.0,2.560680698611733
118,90621.0,2.2231100184388444
119,90623.0,2.882506527415144
120,90630.0,2.905501889962201
121,90631.0,2.5496352679987315
122,90638.0,2.742895805142084
123,90640.0,2.18363136176066
124,90650.0,2.205913635396724
125,90660.0,2.1559821734658895
126,90670.0,2.414004914004914
127,90680.0,2.089401586157174
128,90701.0,2.217965653896962
129,90703.0,3.013469387755102
130,90706.0,2.1954022988505746
131,90710.0,2.388059701492537
132,90712.0,2.8919262555626193
133,90713.0,3.0212464589235126
134,90715.0,2.3777089783281733
135,90716.0,1.8056951423785594
136,90717.0,2.5919540229885056
137,90720.0,3.2516010978957
138,90723.0,1.8977796397151236
139,90731.0,2.401373521556658
140,90732.0,3.1934552454282965
141,90740.0,3.037037037037037
142,90744.0,1.95151789759855
143,90745.0,2.342397137745975
144,90746.0,2.591240875912409
145,90755.0,2.763793103448276
146,90802.0,2.4277138569284644
147,90803.0,3.30515117581187
148,90804.0,2.110800223838836
149,90805.0,1.9705954422935554
150,90806.0,2.014061654948621
151,90807.0,2.8677281077770975
152,90808.0,3.236047107014849
153,90810.0,2.078838174273859
154,90813.0,1.6866913123844731
155,90814.0,2.8263473053892216
156,90815.0,3.1325995807127884
157,91001.0,3.021288837744534
158,91006.0,3.0144727773949
159,91007.0,2.875
160,91008.0,3.4705882352941178
161,91010.0,2.42691990090834
162,91011.0,3.869927159209157
163,91016.0,2.6939834024896268
164,91020.0,2.7205479452054795
165,91024.0,3.3533697632058286
166,91030.0,3.27027027027027
167,91040.0,2.7191919191919194
168,91042.0,2.5162337662337664
169,91101.0,2.917269906928645
170,91103.0,2.4214046822742477
171,91104.0,2.733212341197822
172,91105.0,3.793363499245852
173,91106.0,2.9530315969257046
174,91107.0,3.085506367495452
175,91108.0,3.7693548387096776
176,91201.0,2.412807881773399
177,91202.0,2.766698024459078
178,91203.0,2.397506925207756
179,91204.0,2.084985835694051
180,91205.0,2.088709677419355
181,91206.0,2.6567460317460316
182,91207.0,3.2229038854805725
183,91208.0,3.3496143958868894
184,91210.0,3.8333333333333335
185,91214.0,3.146170063246662
186,91301.0,3.3511572226656026
187,91302.0,3.570124481327801
188,91303.0,2.042604501607717
189,91304.0,2.4474370112945265
190,91306.0,2.2651831247102456
191,91307.0,3.1224662162162162
192,91311.0,2.849676724137931
193,91316.0,2.9749821300929233
194,91320.0,3.2285714285714286
195,91321.0,2.4547206165703277
196,91324.0,2.5324283559577676
197,91325.0,2.5258785942492015
198,91326.0,3.2683649289099526
199,91331.0,1.8820173436786856
200,91335.0,2.1438953488372094
201,91340.0,1.976063829787234
202,91342.0,2.2548877624909487
203,91343.0,2.228428351309707
204,91344.0,2.7838270616493195
205,91345.0,2.276243093922652
206,91350.0,3.1818181818181817
207,91351.0,2.5330423940149625
208,91352.0,2.025787965616046
209,91354.0,3.4432918395574
210,91355.0,3.2034659820282414
211,91356.0,2.9235087719298245
212,91360.0,3.0102840352595495
213,91361.0,3.556949806949807
214,91362.0,3.3192567567567566
215,91364.0,3.268857356235997
216,91367.0,3.0777351247600766
217,91377.0,3.5066864784546805
218,91381.0,3.433874709976798
219,91384.0,3.0104761904761905
220,91387.0,2.7966274910577416
221,91390.0,3.2633979475484605
222,91401.0,2.347682119205298
223,91402.0,1.8458868448455397
224,91403.0,3.1799709724238028
225,91405.0,1.9202081526452732
226,91406.0,2.2157590759075907
227,91411.0,2.2751173708920187
228,91423.0,3.0634458672875438
229,91436.0,4.002197802197802
230,91501.0,2.7451971688574317
231,91502.0,2.2875226039783003
232,91504.0,2.8124501197126897
233,91505.0,2.9403614457831324
234,91506.0,2.9047141424272818
235,91601.0,2.218144750254842
236,91602.0,2.8781138790035588
237,91604.0,3.263653483992467
238,91605.0,1.9161920260374288
239,91606.0,2.0186457311089305
240,91607.0,2.648666232921275
241,91701.0,2.875667022411953
242,91702.0,2.1872897196261682
243,91706.0,1.9271231266529534
244,91708.0,2.9509345794392523
245,91709.0,2.9899425287356323
246,91710.0,2.484180790960452
247,91711.0,3.1653048397234445
248,91722.0,2.3554913294797686
249,91723.0,2.375964718853363
250,91724.0,2.6687747035573124
251,91730.0,2.474747474747475
252,91731.0,1.8129194630872483
253,91732.0,1.8452194357366771
254,91733.0,1.788716814159292
255,91737.0,3.031111111111111
256,91739.0,3.103362391033624
257,91740.0,2.625300240192154
258,91741.0,3.146103896103896
259,91744.0,1.960372340425532
260,91745.0,2.5338229609586396
261,91746.0,2.022594752186589
262,91748.0,2.286047596826878
263,91750.0,2.933579335793358
264,91752.0,2.4298365122615806
265,91754.0,2.3197239792984474
266,91755.0,2.0746164574616457
267,91761.0,2.295336787564767
268,91762.0,2.1000378931413413
269,91763.0,2.05410225921522
270,91764.0,2.0379637618636757
271,91765.0,2.866332116788321
272,91766.0,2.0228279386712096
273,91767.0,2.1029135338345863
274,91768.0,1.9751693002257336
275,91770.0,1.9736202707393267
276,91773.0,2.886541943270972
277,91775.0,2.8483197093551316
278,91776.0,1.9958202716823406
279,91780.0,2.535456730769231
280,91784.0,3.3031007751937986
281,91786.0,2.3285714285714287
282,91789.0,2.8444661140906873
283,91790.0,2.362085308056872
284,91791.0,2.6302414231257942
285,91792.0,2.3473309608540927
286,91801.0,2.294254658385093
287,91803.0,2.291866028708134
288,91901.0,3.0804289544235925
289,91902.0,3.0232558139534884
290,91905.0,2.3076923076923075
291,91906.0,2.3197278911564627
292,91910.0,2.3534871386900025
293,91911.0,2.133725202057311
294,91913.0,2.9672209026128264
295,91914.0,3.325
296,91915.0,3.073868149324861
297,91916.0,2.9101123595505616
298,91917.0,2.0217391304347827
299,91932.0,2.1266339869281046
300,91934.0,2.08
301,91935.0,3.0185614849187936
302,91941.0,2.919211195928753
303,91942.0,2.599391480730223
304,91945.0,2.281499202551834
305,91950.0,1.9290030211480362
306,91962.0,3.0555555555555554
307,91963.0,1.8571428571428572
308,91977.0,2.3229656419529836
309,91978.0,2.526086956521739
310,91980.0,1.6185567010309279
311,92003.0,2.827205882352941
312,92004.0,2.2661870503597124
313,92007.0,3.3025641025641024
314,92008.0,2.9796205200281096
315,92009.0,3.576171875
316,92010.0,3.284967320261438
317,92011.0,3.4704830053667264
318,92014.0,3.8284923928077457
319,92019.0,2.759697732997481
320,92020.0,2.319984295249313
321,92021.0,2.301
322,92024.0,3.268769968051118
323,92025.0,2.3341165413533833
324,92026.0,2.614049936521371
325,92027.0,2.354578459056071
326,92028.0,2.655011655011655
327,92029.0,3.095596133190118
328,92036.0,2.4906832298136647
329,92037.0,3.6610076670317633
330,92040.0,2.6763833992094863
331,92054.0,2.3698924731182798
332,92056.0,2.682563906905761
333,92057.0,2.5827715355805245
334,92058.0,2.199273167777105
335,92059.0,3.282608695652174
336,92061.0,2.671232876712329
337,92064.0,3.1960871498443755
338,92065.0,2.8880994671403197
339,92066.0,2.5
340,92069.0,2.528941176470588
341,92070.0,2.2363636363636363
342,92071.0,2.7896764252696458
343,92075.0,3.4760479041916166
344,92078.0,3.0247212796897722
345,92081.0,2.78765613519471
346,92082.0,2.8474945533769063
347,92083.0,2.1145952109464083
348,92084.0,2.3889396709323583
349,92086.0,2.2222222222222223
350,92091.0,3.7049180327868854
351,92101.0,3.059483178937104
352,92102.0,2.021276595744681
353,92103.0,3.0260552371026574
354,92104.0,2.5064724919093853
355,92105.0,1.8082474226804124
356,92106.0,3.2762605042016806
357,92107.0,2.8566688785666887
358,92108.0,2.84688995215311
359,92109.0,2.823692551505547
360,92110.0,2.709063214013709
361,92111.0,2.473064735174287
362,92113.0,1.6735849056603773
363,92114.0,2.146984126984127
364,92115.0,2.237485448195576
365,92116.0,2.693015701136979
366,92117.0,2.729119638826185
367,92118.0,3.429299363057325
368,92119.0,3.018596787827557
369,92120.0,3.074438202247191
370,92121.0,3.4898785425101213
371,92122.0,3.1482075976457997
372,92123.0,2.735576923076923
373,92124.0,3.065250379362671
374,92126.0,2.75715859030837
375,92127.0,3.760926803580832
376,92128.0,3.3663865546218488
377,92129.0,3.342857142857143
378,92130.0,3.8613077884214912
379,92131.0,3.7703612982241275
380,92139.0,2.2973130841121496
381,92154.0,2.142277393172595
382,92173.0,1.7214795008912656
383,92201.0,1.9889705882352942
384,92203.0,2.8036154478225144
385,92210.0,3.6555555555555554
386,92211.0,2.9323308270676693
387,92220.0,2.222953216374269
388,92223.0,2.732008830022075
389,92225.0,2.1277777777777778
390,92227.0,2.156555772994129
391,92230.0,1.75
392,92231.0,1.6135091926458833
393,92233.0,2.0142857142857142
394,92234.0,2.0496289424860854
395,92236.0,1.7065592635212887
396,92240.0,1.7950987066031314
397,92241.0,1.8694029850746268
398,92242.0,1.8285714285714285
399,92243.0,2.0618393234672303
400,92249.0,2.006666666666667
401,92250.0,2.1646341463414633
402,92251.0,2.67639902676399
403,92252.0,2.1151515151515152
404,92253.0,2.8033088235294117
405,92254.0,1.488562091503268
406,92256.0,2.1338028169014085
407,92257.0,1.7659574468085106
408,92260.0,2.5039768618944325
409,92262.0,2.504753673292999
410,92264.0,2.617713004484305
411,92270.0,3.2673656618610747
412,92274.0,1.604135893648449
413,92276.0,1.894894894894895
414,92277.0,2.125150421179302
415,92281.0,1.8160919540229885
416,92282.0,1.925
417,92283.0,1.6161616161616161
418,92284.0,2.1916757940854326
419,92285.0,1.7727272727272727
420,92301.0,1.8036758563074353
421,92305.0,2.5714285714285716
422,92307.0,2.4192139737991267
423,92308.0,2.3127781309599493
424,92309.0,1.6296296296296295
425,92310.0,2.220149253731343
426,92311.0,2.046075085324232
427,92313.0,2.593425605536332
428,92314.0,2.2707774798927614
429,92315.0,2.337386018237082
430,92316.0,1.91593567251462
431,92320.0,2.5731414868105515
432,92324.0,2.0024183796856105
433,92327.0,1.8888888888888888
434,92328.0,1.9473684210526316
435,92335.0,1.8406086305811924
436,92336.0,2.5652383245065
437,92337.0,2.2815301852958756
438,92339.0,2.7
439,92342.0,2.7185185185185183
440,92344.0,2.517038777908343
441,92345.0,2.082684824902724
442,92346.0,2.4495153473344105
443,92347.0,1.9130434782608696
444,92354.0,2.6449275362318843
445,92356.0,1.9351351351351351
446,92358.0,2.4
447,92359.0,2.3795811518324608
448,92363.0,2.0113636363636362
449,92365.0,2.015151515151515
450,92368.0,1.9666666666666666
451,92371.0,2.2419354838709675
452,92372.0,2.4568527918781724
453,92373.0,3.0591259640102826
454,92374.0,2.5539407490218
455,92376.0,1.9155290102389078
456,92377.0,2.4340931615460852
457,92392.0,2.149049093321539
458,92394.0,2.0110497237569063
459,92395.0,2.057704112952732
460,92397.0,2.9502074688796682
461,92399.0,2.6316239316239316
462,92401.0,1.4029850746268657
463,92404.0,1.8952461085401766
464,92405.0,1.8269230769230769
465,92407.0,2.2458432304038003
466,92408.0,1.8445297504798464
467,92410.0,1.6098360655737705
468,92411.0,1.6415458937198069
469,92501.0,2.1542857142857144
470,92503.0,2.3296029842792434
471,92504.0,2.3056150878696955
472,92505.0,2.1782835467045993
473,92506.0,2.964614638875424
474,92507.0,2.105040037682525
475,92508.0,2.956117021276596
476,92509.0,2.13868842171321
477,92518.0,3.232142857142857
478,92530.0,2.2323747680890538
479,92532.0,2.789525691699605
480,92536.0,2.4671532846715327
481,92539.0,2.116883116883117
482,92543.0,1.7589147286821705
483,92544.0,2.144831398562742
484,92545.0,2.179023508137432
485,92548.0,1.8814229249011858
486,92551.0,2.0359012715033655
487,92553.0,1.879734219269103
488,92555.0,2.4809027777777777
489,92557.0,2.2750780205082477
490,92561.0,2.783333333333333
491,92562.0,2.8328991440267957
492,92563.0,2.775406871609403
493,92567.0,2.2144638403990027
494,92570.0,1.9847890088321885
495,92571.0,2.0492766726943943
496,92582.0,2.2749638205499276
497,92583.0,1.9291808873720135
498,92584.0,2.75976272862086
499,92585.0,2.543956043956044
500,92586.0,2.170756646216769
501,92587.0,2.755644090305445
502,92590.0,2.549019607843137
503,92591.0,2.775070821529745
504,92592.0,3.0349800552316664
505,92595.0,2.4982888432580426
506,92596.0,2.873030583873957
507,92602.0,3.417351598173516
508,92603.0,3.7473928157589804
509,92604.0,3.1043478260869564
510,92606.0,3.067218200620476
511,92610.0,3.4773139745916515
512,92612.0,3.040104620749782
513,92614.0,3.1222130470685383
514,92617.0,2.920489296636086
515,92618.0,3.510452961672474
516,92620.0,3.380606578385305
517,92624.0,2.9153439153439153
518,92625.0,3.9675425038639878
519,92626.0,2.7815296989422293
520,92627.0,2.5186429291232786
521,92629.0,3.159058487874465
522,92630.0,2.907998735377806
523,92637.0,2.5278058645096055
524,92646.0,3.1390820584144645
525,92647.0,2.680336487907466
526,92648.0,3.174851820491109
527,92649.0,3.2344632768361583
528,92651.0,3.529608006672227
529,92653.0,3.01797603195739
530,92655.0,1.864795918367347
531,92656.0,3.2293762575452716
532,92657.0,4.128603104212861
533,92660.0,3.6632183908045977
534,92661.0,3.3315217391304346
535,92662.0,3.453333333333333
536,92663.0,3.252085264133457
537,92672.0,2.9248203427307904
538,92673.0,3.596212121212121
539,92675.0,2.8286567164179104
540,92676.0,3.145631067961165
541,92677.0,3.2647896235368554
542,92679.0,3.6779203241053344
543,92683.0,2.240028155795401
544,92688.0,3.1984877126654063
545,92691.0,3.0066917607695527
546,92692.0,3.2415706359368333
547,92694.0,3.919720767888307
548,92701.0,1.8229268292682927
549,92703.0,1.7810140237324703
550,92704.0,1.9912820512820513
551,92705.0,2.9443665264142123
552,92706.0,2.2789968652037618
553,92707.0,2.0135431918008786
554,92708.0,2.8662558898151502
555,92780.0,2.433308214016579
556,92782.0,3.433463035019455
557,92801.0,2.025257915332622
558,92802.0,2.05995599559956
559,92804.0,2.11922268907563
560,92805.0,2.080474111041797
561,92806.0,2.3525258011950028
562,92807.0,3.149888143176734
563,92808.0,3.4261954261954264
564,92821.0,2.962532981530343
565,92823.0,3.490990990990991
566,92831.0,2.5652173913043477
567,92832.0,2.309688581314879
568,92833.0,2.6041043180846515
569,92835.0,3.268733850129199
570,92840.0,2.1588
571,92841.0,2.14453125
572,92843.0,1.9677576941866146
573,92844.0,1.9934762348555453
574,92845.0,3.0722154222766216
575,92860.0,2.81959706959707
576,92861.0,3.7508771929824563
577,92865.0,2.7428861788617884
578,92866.0,2.5469208211143695
579,92867.0,2.883625128733265
580,92868.0,2.3551401869158877
581,92869.0,2.9370473537604456
582,92870.0,2.783442088091354
583,92879.0,2.368884540117417
584,92880.0,2.939738292011019
585,92881.0,2.9531849577897162
586,92882.0,2.5706081081081082
587,92883.0,3.1128914785142023
588,92886.0,3.3729847494553375
589,92887.0,3.4578680203045686
590,93001.0,2.5256994144437215
591,93003.0,2.8113673805601316
592,93004.0,2.857142857142857
593,93010.0,2.9753861003861
594,93012.0,3.234234234234234
595,93013.0,2.6857142857142855
596,93015.0,2.351206434316354
597,93021.0,3.0134303301622833
598,93022.0,2.7315436241610738
599,93023.0,2.773462783171521
600,93030.0,2.1357115160915083
601,93033.0,1.925194660734149
602,93035.0,2.7487065779748705
603,93036.0,2.3809756097560975
604,93041.0,2.2790224032586557
605,93060.0,2.1679284239504475
606,93063.0,2.8871391076115485
607,93065.0,2.8871338311315338
608,93066.0,3.0365853658536586
609,93101.0,2.424342105263158
610,93103.0,2.6116504854368934
611,93105.0,3.1842732327243843
612,93108.0,3.7825159914712154
613,93109.0,3.1306818181818183
614,93110.0,2.957474226804124
615,93111.0,3.137542277339346
616,93117.0,2.6423034330011075
617,93202.0,1.88125
618,93203.0,1.650130548302872
619,93204.0,1.7675070028011204
620,93205.0,1.8181818181818181
621,93206.0,1.9367088607594938
622,93210.0,2.272189349112426
623,93212.0,1.9317738791423003
624,93215.0,1.7808063600227144
625,93219.0,1.523936170212766
626,93221.0,2.3993055555555554
627,93223.0,1.6889460154241644
628,93224.0,2.357142857142857
629,93225.0,2.4416243654822334
630,93226.0,2.5
631,93230.0,2.3377380489700736
632,93235.0,1.6927710843373494
633,93238.0,2.5074626865671643
634,93239.0,1.6785714285714286
635,93240.0,2.095959595959596
636,93241.0,1.5623052959501558
637,93242.0,2.0916030534351147
638,93243.0,2.288135593220339
639,93244.0,2.5454545454545454
640,93245.0,2.411401098901099
641,93247.0,1.798780487804878
642,93249.0,1.7821782178217822
643,93250.0,1.7118644067796611
644,93252.0,2.0
645,93254.0,2.103448275862069
646,93255.0,2.0
647,93256.0,1.6881720430107527
648,93257.0,1.9922737306843268
649,93263.0,2.0462130937098846
650,93265.0,2.9146341463414633
651,93266.0,1.8983050847457628
652,93267.0,1.8384279475982532
653,93268.0,2.1869639794168094
654,93270.0,1.8333333333333333
655,93271.0,2.8
656,93272.0,1.925
657,93274.0,2.168092227593901
658,93277.0,2.3657733897508226
659,93280.0,1.8618654073199528
660,93283.0,1.9272727272727272
661,93285.0,2.15
662,93286.0,1.923728813559322
663,93291.0,2.4515682656826567
664,93292.0,2.371499688861232
665,93301.0,2.025948103792415
666,93304.0,1.7318840579710144
667,93305.0,1.7057851239669422
668,93306.0,2.251358203549439
669,93307.0,1.7217687074829933
670,93308.0,2.3374741200828155
671,93309.0,2.193843594009983
672,93311.0,3.006739243131156
673,93312.0,3.059268600252207
674,93313.0,2.329245283018868
675,93314.0,3.3202933985330074
676,93401.0,2.85348506401138
677,93402.0,2.7025036818851254
678,93405.0,2.6232258064516127
679,93420.0,2.9711751662971175
680,93422.0,2.819260293091417
681,93426.0,2.673076923076923
682,93427.0,2.695945945945946
683,93428.0,2.7537537537537538
684,93430.0,2.9084967320261437
685,93432.0,2.7761194029850746
686,93433.0,2.4705882352941178
687,93434.0,1.9607843137254901
688,93436.0,2.4126278345931524
689,93437.0,2.330769230769231
690,93442.0,2.6417624521072796
691,93444.0,2.782393669634026
692,93445.0,2.174061433447099
693,93446.0,2.6323076923076925
694,93449.0,3.1313868613138687
695,93450.0,2.0384615384615383
696,93451.0,2.3535911602209945
697,93452.0,2.24
698,93453.0,2.6615384615384614
699,93454.0,2.2066666666666666
700,93455.0,2.794369029663147
701,93458.0,1.918907736863881
702,93460.0,3.074468085106383
703,93461.0,2.15
704,93463.0,3.056756756756757
705,93465.0,2.954070981210856
706,93501.0,1.970414201183432
707,93505.0,2.1604938271604937
708,93510.0,3.100817438692098
709,93513.0,2.493333333333333
710,93514.0,2.5864406779661016
711,93516.0,2.2950819672131146
712,93517.0,2.323529411764706
713,93518.0,2.4285714285714284
714,93523.0,2.789473684210526
715,93526.0,2.5625
716,93527.0,2.652173913043478
717,93531.0,3.5
718,93532.0,2.717948717948718
719,93534.0,1.9884318766066837
720,93535.0,1.9227557411273486
721,93536.0,2.741030195381883
722,93543.0,2.0389863547758287
723,93544.0,2.4523809523809526
724,93545.0,2.433734939759036
725,93546.0,2.467889908256881
726,93550.0,1.8884048257372654
727,93551.0,2.852029681361851
728,93552.0,2.1085749537322642
729,93553.0,2.492957746478873
730,93555.0,2.7453737971872685
731,93560.0,2.4260869565217393
732,93561.0,2.7775
733,93562.0,2.2916666666666665
734,93591.0,1.875
735,93601.0,2.5365853658536586
736,93602.0,2.7083333333333335
737,93604.0,2.764705882352941
738,93608.0,1.7272727272727273
739,93609.0,2.0184331797235022
740,93610.0,2.2155591572123177
741,93611.0,2.8995049504950496
742,93612.0,2.0395364689843216
743,93614.0,2.6857142857142855
