,zip,income
0,95124,131250
1,95125,114386
2,95126,85489
3,95127,84239
4,95128,80916
5,95129,131976
6,95130,106477
7,95131,114675
8,95132,102868
9,95133,79043
10,95134,132891
11,95135,137067
12,95136,98340
13,95138,159311
14,95139,125855
15,95140,0
16,95148,120088
17,95202,14549
18,95203,41218
19,95204,44953
20,95205,33915
21,95206,45342
22,95207,41307
23,95209,74645
24,95210,40426
25,95212,82260
26,95215,45441
27,95219,81049
28,95220,65682
29,95222,51308
30,95223,57083
31,95224,19000
32,95227,88750
33,95228,76354
34,95230,82995
35,95231,40172
36,95234,0
37,95236,70809
38,95237,53646
39,95240,44499
40,95242,66626
41,95245,52829
42,95246,37917
43,95247,47235
44,95248,30903
45,95249,37034
46,95252,68023
47,95255,33669
48,95258,85047
49,95301,54434
50,95303,51364
51,95304,85035
52,95305,0
53,95306,44805
54,95307,51918
55,95310,38320
56,95311,46333
57,95313,45769
58,95315,49651
59,95316,69750
60,95318,86250
61,95319,28861
62,95320,63873
63,95321,47781
64,95322,42358
65,95323,62125
66,95324,57870
67,95326,59515
68,95327,53389
69,95328,46164
70,95329,54247
71,95330,72398
72,95333,47383
73,95334,53515
74,95335,38553
75,95336,61881
76,95337,78064
77,95338,52725
78,95340,51275
79,95341,34315
80,95346,51481
81,95348,42651
82,95350,46765
83,95351,38954
84,95354,45417
85,95355,61570
86,95356,67415
87,95357,60071
88,95358,55422
89,95360,53471
90,95361,59827
91,95363,62445
92,95364,0
93,95366,81570
94,95367,64756
95,95368,72348
96,95369,47426
97,95370,55086
98,95374,44667
99,95376,70501
100,95377,99411
101,95379,61801
102,95380,42786
103,95382,67416
104,95383,53929
105,95385,52708
106,95386,54386
107,95387,35708
108,95388,42740
109,95389,65096
110,95403,68550
111,95404,72272
112,95405,82274
113,95409,69660
114,95410,39048
115,95415,39044
116,95421,51838
117,95422,27161
118,95423,36292
119,95426,77714
120,95428,35288
121,95432,47955
122,95436,59548
123,95437,46366
124,95441,74688
125,95442,82566
126,95444,59000
127,95445,48880
128,95446,55132
129,95448,78515
130,95449,50000
131,95450,56786
132,95451,51587
133,95452,85993
134,95453,44533
135,95454,32880
136,95456,42292
137,95457,48388
138,95458,31765
139,95461,45800
140,95462,43086
141,95464,41250
142,95465,63036
143,95466,61250
144,95468,51595
145,95470,60428
146,95471,0
147,95472,78251
148,95476,72716
149,95482,46462
150,95485,37009
151,95490,42326
152,95492,91077
153,95494,0
154,95497,76759
155,95501,40629
156,95503,51412
157,95519,52522
158,95524,70435
159,95525,50401
160,95528,54500
161,95531,41882
162,95536,49185
163,95537,0
164,95540,46527
165,95542,31458
166,95543,51477
167,95546,25708
168,95548,32232
169,95551,37155
170,95552,25388
171,95553,26120
172,95554,56944
173,95555,37656
174,95560,52169
175,95562,35061
176,95564,36667
177,95565,40962
178,95567,46053
179,95570,56167
180,95573,37778
181,95585,27656
182,95589,53063
183,95601,0
184,95602,67439
185,95603,62738
186,95605,42450
187,95606,51389
188,95607,67000
189,95608,58433
190,95610,54385
191,95612,84000
192,95614,102035
193,95615,57880
194,95616,50000
195,95618,85354
196,95619,60496
197,95620,74053
198,95621,54543
199,95623,62026
200,95625,57786
201,95626,58108
202,95627,61411
203,95628,76063
204,95630,106843
205,95631,76742
206,95632,68795
207,95633,73393
208,95634,50673
209,95640,67647
210,95641,41979
211,95642,53357
212,95645,41607
213,95648,78716
214,95650,88729
215,95651,77759
216,95653,59583
217,95655,78375
218,95658,78790
219,95659,52153
220,95660,41116
221,95661,78119
222,95662,75554
223,95663,102826
224,95665,68388
225,95666,51801
226,95667,61623
227,95669,71307
228,95670,60733
229,95672,95524
230,95673,57715
231,95677,81223
232,95678,65690
233,95683,103476
234,95684,56063
235,95685,60568
236,95687,77222
237,95688,82809
238,95689,60885
239,95690,55404
240,95691,69849
241,95692,69953
242,95693,85205
243,95694,74744
244,95695,59357
245,95698,39706
246,95709,74213
247,95713,60256
248,95714,52778
249,95717,55227
250,95726,58806
251,95728,0
252,95742,113718
253,95746,130063
254,95747,100036
255,95757,95316
256,95758,74473
257,95762,127862
258,95765,102030
259,95776,70720
260,95811,43175
261,95814,34017
262,95815,30831
263,95816,61618
264,95817,44130
265,95818,74444
266,95819,100611
267,95820,46083
268,95821,40969
269,95822,50687
270,95823,42182
271,95824,31888
272,95825,36615
273,95826,56772
274,95827,52431
275,95828,47909
276,95829,82601
277,95830,61500
278,95831,70552
279,95832,45126
280,95833,57481
281,95834,57296
282,95835,87794
283,95837,225000
284,95838,41970
285,95841,42133
286,95842,47705
287,95843,71041
288,95864,96643
289,95901,48478
290,95903,41042
291,95912,65512
292,95914,50938
293,95917,55112
294,95918,81696
295,95922,38125
296,95926,42939
297,95928,45967
298,95932,53342
299,95936,20139
300,95937,50552
301,95938,77206
302,95939,37500
303,95942,38224
304,95945,44312
305,95946,63036
306,95947,39189
307,95948,46058
308,95949,61269
309,95951,45795
310,95953,53278
311,95954,46287
312,95956,67566
313,95957,53750
314,95959,62906
315,95960,33500
316,95961,51803
317,95962,0
318,95963,44380
319,95965,36250
320,95966,42529
321,95969,48311
322,95971,49150
323,95973,63029
324,95979,38056
325,95982,82500
326,95983,78229
327,95987,58920
328,95988,51390
329,95991,44721
330,95993,64773
331,96001,48125
332,96002,46229
333,96003,48934
334,96006,51667
335,96007,41360
336,96008,54600
337,96009,65625
338,96013,39104
339,96019,49911
340,96020,47941
341,96021,43336
342,96022,52049
343,96023,31420
344,96024,40938
345,96025,37361
346,96027,51115
347,96028,38548
348,96032,45143
349,96033,37750
350,96039,33092
351,96041,30804
352,96051,40375
353,96052,34390
354,96055,44073
355,96056,55757
356,96057,47531
357,96059,36597
358,96064,45399
359,96065,43750
360,96067,39275
361,96073,79940
362,96080,38740
363,96084,48750
364,96087,33836
365,96088,46553
366,96091,51429
367,96092,40948
368,96093,40718
369,96094,51726
370,96097,35443
371,96101,36450
372,96103,57450
373,96104,50469
374,96105,45959
375,96106,84107
376,96107,56719
377,96109,39653
378,96114,75250
379,96118,43695
380,96120,62132
381,96122,44883
382,96125,159167
383,96126,0
384,96130,54702
385,96134,39412
386,96137,51964
387,96140,51100
388,96141,54083
389,96143,47575
390,96145,71576
391,96146,73105
392,96148,70833
393,96150,53060
394,96155,0
395,96161,89091
396,96701,91646
397,96704,51483
398,96705,75938
399,96706,98248
400,96707,99946
401,96708,81919
402,96710,44167
403,96712,79459
404,96713,53500
405,96714,35893
406,96716,79531
407,96717,77188
408,96719,65670
409,96720,56924
410,96722,73567
411,96725,63125
412,96726,68942
413,96727,60462
414,96728,67679
415,96730,64583
416,96731,82697
417,96732,75584
418,96734,103185
419,96737,33333
420,96740,71815
421,96741,84037
422,96743,73970
423,96744,100311
424,96746,70589
425,96747,64063
426,96748,43833
427,96749,51848
428,96750,62413
429,96752,66134
430,96753,70985
431,96754,83000
432,96755,70058
433,96756,68026
434,96757,38281
435,96759,0
436,96760,50329
437,96761,73975
438,96762,96944
439,96763,48750
440,96765,72321
441,96766,71765
442,96768,74325
443,96771,35546
444,96772,46313
445,96776,49688
446,96777,56250
447,96778,33820
448,96779,86250
449,96780,31300
450,96781,45833
451,96782,84931
452,96783,44671
453,96785,30172
454,96786,59284
455,96789,96551
456,96790,79693
457,96791,78958
458,96792,62318
459,96793,74709
460,96795,78603
461,96796,60625
462,96797,88573
463,96813,70110
464,96814,61264
465,96815,60331
466,96816,82742
467,96817,58055
468,96818,74841
469,96819,77389
470,96821,129713
471,96822,69223
472,96825,112713
473,96826,0
474,96853,0
475,96857,0
476,96859,0
477,96860,0
478,97002,74138
479,97004,76250
480,97005,44723
481,97006,69553
482,97007,80039
483,97008,62028
484,97009,68580
485,97011,0
486,97013,70162
487,97014,45795
488,97015,67873
489,97016,52159
490,97017,83625
491,97019,61827
492,97020,63875
493,97021,51333
494,97022,57052
495,97023,68750
496,97024,56781
497,97027,57400
498,97028,103500
499,97029,49063
500,97030,47374
501,97031,57655
502,97032,53906
503,97034,118566
504,97035,85916
505,97037,43631
506,97038,59529
507,97041,75951
508,97042,71250
509,97045,73618
510,97048,52404
511,97049,61750
512,97051,51168
513,97053,63264
514,97055,67601
515,97056,68132
516,97058,48303
517,97060,62740
518,97062,73282
519,97063,41429
520,97064,52250
521,97067,55918
522,97068,100210
523,97070,68434
524,97071,49129
525,97080,69847
526,97086,84531
527,97089,90784
528,97101,52744
529,97103,50977
530,97106,100301
531,97107,51000
532,97110,41250
533,97111,71295
534,97112,44855
535,97113,61212
536,97114,59604
537,97115,75383
538,97116,56557
539,97117,81750
540,97118,37875
541,97119,71219
542,97121,72969
543,97122,38810
544,97123,71397
545,97124,84009
546,97127,57188
547,97128,52288
548,97130,53542
549,97131,51328
550,97132,63420
551,97133,84904
552,97134,61322
553,97135,25899
554,97138,43240
555,97140,96079
556,97141,46081
557,97146,51023
558,97147,38750
559,97148,71076
560,97149,48628
561,97201,50420
562,97202,66017
563,97203,55174
564,97204,0
565,97205,32276
566,97206,59622
567,97209,54747
568,97210,88947
569,97211,73312
570,97212,94192
571,97213,67882
572,97214,60754
573,97215,76178
574,97216,41809
575,97217,70027
576,97218,58853
577,97219,89745
578,97220,47284
579,97221,98919
580,97222,55031
581,97223,74787
582,97224,68133
583,97225,77012
584,97227,51050
585,97229,108861
586,97230,49423
587,97231,95625
588,97232,56060
589,97233,39240
590,97236,42109
591,97239,85481
592,97266,43815
593,97267,67272
594,97301,39283
595,97302,60152
596,97303,60198
597,97304,65006
598,97305,47713
599,97306,63638
600,97317,57613
601,97321,67400
602,97322,47601
603,97324,53854
604,97325,51003
605,97327,50972
606,97330,49419
607,97331,0
608,97333,50000
609,97338,58798
610,97341,43750
611,97342,24630
612,97344,42700
613,97346,49688
614,97347,44428
615,97348,56000
616,97351,47397
617,97352,54375
618,97355,45620
619,97358,62911
620,97360,44129
621,97361,40754
622,97362,52292
623,97365,42119
624,97366,49583
625,97367,38028
626,97368,38013
627,97369,52000
628,97370,65714
629,97371,77109
630,97374,65682
631,97376,50724
632,97378,54869
633,97380,42857
634,97381,65885
635,97383,51788
636,97385,63143
637,97386,43134
638,97388,56211
639,97389,52500
640,97391,49698
641,97392,68889
642,97394,41789
643,97396,51429
644,97401,34377
645,97402,43432
646,97403,42083
647,97404,57695
648,97405,64136
649,97408,61064
650,97410,61125
651,97411,35181
652,97413,40662
653,97415,42377
654,97416,50867
655,97417,35482
656,97420,42560
657,97423,35169
658,97424,41350
659,97431,59559
660,97435,43388
661,97436,58500
662,97439,38757
663,97442,33214
664,97443,52500
665,97444,47683
666,97446,52593
667,97447,26899
668,97448,50934
669,97449,37500
670,97450,45481
671,97451,101071
672,97452,60048
673,97453,45750
674,97454,77115
675,97455,77250
676,97456,54022
677,97457,43863
678,97458,34850
679,97459,48630
680,97462,46186
681,97463,38278
682,97465,32200
683,97466,25875
684,97467,34581
685,97469,44196
686,97470,43166
687,97471,51039
688,97477,40322
689,97478,52379
690,97479,39250
691,97481,59375
692,97486,0
693,97487,48190
694,97488,52250
695,97489,69205
696,97495,75893
697,97496,39910
698,97497,33143
699,97498,41625
700,97499,39550
701,97501,39954
702,97502,52106
703,97503,51004
704,97504,52421
705,97520,51476
706,97523,32580
707,97524,61605
708,97525,48092
709,97526,41925
710,97527,41982
711,97530,60284
712,97532,62148
713,97534,35492
714,97535,41399
715,97536,30208
716,97537,42374
717,97538,34441
718,97539,32258
719,97541,38750
720,97543,33611
